Cell Type,TF/HM,Read Type,BAM URL,PEAKS_URL
K562,MCM7,Paired,https://www.encodeproject.org/files/ENCFF257SXL/@@download/ENCFF257SXL.bam,https://www.encodeproject.org/files/ENCFF010VLV/@@download/ENCFF010VLV.bed.gz
K562,MCM7,Paired,https://www.encodeproject.org/files/ENCFF366IHT/@@download/ENCFF366IHT.bam,https://www.encodeproject.org/files/ENCFF010VLV/@@download/ENCFF010VLV.bed.gz
K562,MCM7,Paired,https://www.encodeproject.org/files/ENCFF408JLD/@@download/ENCFF408JLD.bam,https://www.encodeproject.org/files/ENCFF010VLV/@@download/ENCFF010VLV.bed.gz
K562,MCM7,Paired,https://www.encodeproject.org/files/ENCFF044ZGL/@@download/ENCFF044ZGL.bam,https://www.encodeproject.org/files/ENCFF010VLV/@@download/ENCFF010VLV.bed.gz
K562,MCM7,Paired,https://www.encodeproject.org/files/ENCFF677KGV/@@download/ENCFF677KGV.bam,https://www.encodeproject.org/files/ENCFF010VLV/@@download/ENCFF010VLV.bed.gz
K562,MCM7,Paired,https://www.encodeproject.org/files/ENCFF972MSK/@@download/ENCFF972MSK.bam,https://www.encodeproject.org/files/ENCFF010VLV/@@download/ENCFF010VLV.bed.gz
K562 genetically modified using stable transfection,eGFP-NFE2,Paired,https://www.encodeproject.org/files/ENCFF516HQW/@@download/ENCFF516HQW.bam,https://www.encodeproject.org/files/ENCFF688MMW/@@download/ENCFF688MMW.bed.gz
K562 genetically modified using stable transfection,eGFP-NFE2,Paired,https://www.encodeproject.org/files/ENCFF497VZQ/@@download/ENCFF497VZQ.bam,https://www.encodeproject.org/files/ENCFF688MMW/@@download/ENCFF688MMW.bed.gz
K562,AFF1,Paired,https://www.encodeproject.org/files/ENCFF391WXJ/@@download/ENCFF391WXJ.bam,https://www.encodeproject.org/files/ENCFF306ZWZ/@@download/ENCFF306ZWZ.bed.gz
K562,AFF1,Paired,https://www.encodeproject.org/files/ENCFF679BPE/@@download/ENCFF679BPE.bam,https://www.encodeproject.org/files/ENCFF306ZWZ/@@download/ENCFF306ZWZ.bed.gz
K562,AFF1,Paired,https://www.encodeproject.org/files/ENCFF514VMY/@@download/ENCFF514VMY.bam,https://www.encodeproject.org/files/ENCFF306ZWZ/@@download/ENCFF306ZWZ.bed.gz
K562,AFF1,Paired,https://www.encodeproject.org/files/ENCFF527XUH/@@download/ENCFF527XUH.bam,https://www.encodeproject.org/files/ENCFF306ZWZ/@@download/ENCFF306ZWZ.bed.gz
K562,FOXK2,Paired,https://www.encodeproject.org/files/ENCFF496RYT/@@download/ENCFF496RYT.bam,https://www.encodeproject.org/files/ENCFF037YFB/@@download/ENCFF037YFB.bed.gz
K562,FOXK2,Paired,https://www.encodeproject.org/files/ENCFF135OYM/@@download/ENCFF135OYM.bam,https://www.encodeproject.org/files/ENCFF037YFB/@@download/ENCFF037YFB.bed.gz
K562,FOXK2,Paired,https://www.encodeproject.org/files/ENCFF681LIU/@@download/ENCFF681LIU.bam,https://www.encodeproject.org/files/ENCFF037YFB/@@download/ENCFF037YFB.bed.gz
K562,FOXK2,Paired,https://www.encodeproject.org/files/ENCFF599UMI/@@download/ENCFF599UMI.bam,https://www.encodeproject.org/files/ENCFF037YFB/@@download/ENCFF037YFB.bed.gz
GM12878,BHLHE40,Paired,https://www.encodeproject.org/files/ENCFF779ZDD/@@download/ENCFF779ZDD.bam,https://www.encodeproject.org/files/ENCFF468GKJ/@@download/ENCFF468GKJ.bed.gz
GM12878,BHLHE40,Paired,https://www.encodeproject.org/files/ENCFF431VZN/@@download/ENCFF431VZN.bam,https://www.encodeproject.org/files/ENCFF468GKJ/@@download/ENCFF468GKJ.bed.gz
GM12878,NR2C1,Paired,https://www.encodeproject.org/files/ENCFF828AOH/@@download/ENCFF828AOH.bam,https://www.encodeproject.org/files/ENCFF685WLQ/@@download/ENCFF685WLQ.bed.gz
GM12878,NR2C1,Paired,https://www.encodeproject.org/files/ENCFF949DKV/@@download/ENCFF949DKV.bam,https://www.encodeproject.org/files/ENCFF685WLQ/@@download/ENCFF685WLQ.bed.gz
K562,PRDM10,Paired,https://www.encodeproject.org/files/ENCFF327BFX/@@download/ENCFF327BFX.bam,https://www.encodeproject.org/files/ENCFF443DXB/@@download/ENCFF443DXB.bed.gz
K562,PRDM10,Paired,https://www.encodeproject.org/files/ENCFF817XAJ/@@download/ENCFF817XAJ.bam,https://www.encodeproject.org/files/ENCFF443DXB/@@download/ENCFF443DXB.bed.gz
K562,RB1,Paired,https://www.encodeproject.org/files/ENCFF003UGN/@@download/ENCFF003UGN.bam,https://www.encodeproject.org/files/ENCFF197MJO/@@download/ENCFF197MJO.bed.gz
K562,RB1,Paired,https://www.encodeproject.org/files/ENCFF594JBQ/@@download/ENCFF594JBQ.bam,https://www.encodeproject.org/files/ENCFF197MJO/@@download/ENCFF197MJO.bed.gz
K562,TRIP13,Paired,https://www.encodeproject.org/files/ENCFF708BKX/@@download/ENCFF708BKX.bam,https://www.encodeproject.org/files/ENCFF733BCO/@@download/ENCFF733BCO.bed.gz
K562,TRIP13,Paired,https://www.encodeproject.org/files/ENCFF364FHT/@@download/ENCFF364FHT.bam,https://www.encodeproject.org/files/ENCFF733BCO/@@download/ENCFF733BCO.bed.gz
K562,E2F8,Paired,https://www.encodeproject.org/files/ENCFF683GQF/@@download/ENCFF683GQF.bam,https://www.encodeproject.org/files/ENCFF133EYO/@@download/ENCFF133EYO.bed.gz
K562,E2F8,Paired,https://www.encodeproject.org/files/ENCFF019NMV/@@download/ENCFF019NMV.bam,https://www.encodeproject.org/files/ENCFF133EYO/@@download/ENCFF133EYO.bed.gz
K562 genetically modified using stable transfection,eGFP-TAF7,Paired,https://www.encodeproject.org/files/ENCFF499FYB/@@download/ENCFF499FYB.bam,https://www.encodeproject.org/files/ENCFF869TGI/@@download/ENCFF869TGI.bed.gz
K562 genetically modified using stable transfection,eGFP-TAF7,Paired,https://www.encodeproject.org/files/ENCFF373VCV/@@download/ENCFF373VCV.bam,https://www.encodeproject.org/files/ENCFF869TGI/@@download/ENCFF869TGI.bed.gz
K562,CTBP1,Paired,https://www.encodeproject.org/files/ENCFF427JRM/@@download/ENCFF427JRM.bam,https://www.encodeproject.org/files/ENCFF066ESG/@@download/ENCFF066ESG.bed.gz
K562,CTBP1,Paired,https://www.encodeproject.org/files/ENCFF808HEF/@@download/ENCFF808HEF.bam,https://www.encodeproject.org/files/ENCFF066ESG/@@download/ENCFF066ESG.bed.gz
K562,CTBP1,Paired,https://www.encodeproject.org/files/ENCFF424CUZ/@@download/ENCFF424CUZ.bam,https://www.encodeproject.org/files/ENCFF066ESG/@@download/ENCFF066ESG.bed.gz
K562,MLLT1,Paired,https://www.encodeproject.org/files/ENCFF761DFV/@@download/ENCFF761DFV.bam,https://www.encodeproject.org/files/ENCFF929AWJ/@@download/ENCFF929AWJ.bed.gz
K562,MLLT1,Paired,https://www.encodeproject.org/files/ENCFF471WLV/@@download/ENCFF471WLV.bam,https://www.encodeproject.org/files/ENCFF929AWJ/@@download/ENCFF929AWJ.bed.gz
K562,MLLT1,Paired,https://www.encodeproject.org/files/ENCFF953DFO/@@download/ENCFF953DFO.bam,https://www.encodeproject.org/files/ENCFF929AWJ/@@download/ENCFF929AWJ.bed.gz
K562,MLLT1,Paired,https://www.encodeproject.org/files/ENCFF069MNA/@@download/ENCFF069MNA.bam,https://www.encodeproject.org/files/ENCFF929AWJ/@@download/ENCFF929AWJ.bed.gz
GM12878,ZBTB40,Paired,https://www.encodeproject.org/files/ENCFF609ZXH/@@download/ENCFF609ZXH.bam,https://www.encodeproject.org/files/ENCFF742SNU/@@download/ENCFF742SNU.bed.gz
GM12878,ZBTB40,Paired,https://www.encodeproject.org/files/ENCFF744LEM/@@download/ENCFF744LEM.bam,https://www.encodeproject.org/files/ENCFF742SNU/@@download/ENCFF742SNU.bed.gz
K562,NUFIP1,Paired,https://www.encodeproject.org/files/ENCFF252FSL/@@download/ENCFF252FSL.bam,https://www.encodeproject.org/files/ENCFF466JSP/@@download/ENCFF466JSP.bed.gz
K562,NUFIP1,Paired,https://www.encodeproject.org/files/ENCFF102RWP/@@download/ENCFF102RWP.bam,https://www.encodeproject.org/files/ENCFF466JSP/@@download/ENCFF466JSP.bed.gz
K562,ZFP91,Paired,https://www.encodeproject.org/files/ENCFF161YVC/@@download/ENCFF161YVC.bam,https://www.encodeproject.org/files/ENCFF456OOM/@@download/ENCFF456OOM.bed.gz
K562,ZFP91,Paired,https://www.encodeproject.org/files/ENCFF094TQU/@@download/ENCFF094TQU.bam,https://www.encodeproject.org/files/ENCFF456OOM/@@download/ENCFF456OOM.bed.gz
GM12878,RB1,Paired,https://www.encodeproject.org/files/ENCFF831TJK/@@download/ENCFF831TJK.bam,https://www.encodeproject.org/files/ENCFF452IKX/@@download/ENCFF452IKX.bed.gz
GM12878,RB1,Paired,https://www.encodeproject.org/files/ENCFF750OED/@@download/ENCFF750OED.bam,https://www.encodeproject.org/files/ENCFF452IKX/@@download/ENCFF452IKX.bed.gz
K562,SIN3B,Paired,https://www.encodeproject.org/files/ENCFF714GLD/@@download/ENCFF714GLD.bam,https://www.encodeproject.org/files/ENCFF901YWM/@@download/ENCFF901YWM.bed.gz
K562,SIN3B,Paired,https://www.encodeproject.org/files/ENCFF514PZW/@@download/ENCFF514PZW.bam,https://www.encodeproject.org/files/ENCFF901YWM/@@download/ENCFF901YWM.bed.gz
K562,RUNX1,Paired,https://www.encodeproject.org/files/ENCFF486FEL/@@download/ENCFF486FEL.bam,https://www.encodeproject.org/files/ENCFF246CBF/@@download/ENCFF246CBF.bed.gz
K562,RUNX1,Paired,https://www.encodeproject.org/files/ENCFF481RQA/@@download/ENCFF481RQA.bam,https://www.encodeproject.org/files/ENCFF246CBF/@@download/ENCFF246CBF.bed.gz
K562,DNMT1,Paired,https://www.encodeproject.org/files/ENCFF260TZY/@@download/ENCFF260TZY.bam,https://www.encodeproject.org/files/ENCFF904JFG/@@download/ENCFF904JFG.bed.gz
K562,DNMT1,Paired,https://www.encodeproject.org/files/ENCFF745TZN/@@download/ENCFF745TZN.bam,https://www.encodeproject.org/files/ENCFF904JFG/@@download/ENCFF904JFG.bed.gz
K562,RBBP5,Paired,https://www.encodeproject.org/files/ENCFF000CBJ/@@download/ENCFF000CBJ.bam,https://www.encodeproject.org/files/ENCFF058DJL/@@download/ENCFF058DJL.bed.gz
K562,RBBP5,Paired,https://www.encodeproject.org/files/ENCFF443WKS/@@download/ENCFF443WKS.bam,https://www.encodeproject.org/files/ENCFF058DJL/@@download/ENCFF058DJL.bed.gz
K562,RBBP5,Paired,https://www.encodeproject.org/files/ENCFF707DNG/@@download/ENCFF707DNG.bam,https://www.encodeproject.org/files/ENCFF058DJL/@@download/ENCFF058DJL.bed.gz
GM12878,ZBTB33,Paired,https://www.encodeproject.org/files/ENCFF547OWH/@@download/ENCFF547OWH.bam,https://www.encodeproject.org/files/ENCFF038RJE/@@download/ENCFF038RJE.bed.gz
GM12878,ZBTB33,Paired,https://www.encodeproject.org/files/ENCFF823JVZ/@@download/ENCFF823JVZ.bam,https://www.encodeproject.org/files/ENCFF038RJE/@@download/ENCFF038RJE.bed.gz
K562,NBN,Paired,https://www.encodeproject.org/files/ENCFF511MHY/@@download/ENCFF511MHY.bam,https://www.encodeproject.org/files/ENCFF032UMZ/@@download/ENCFF032UMZ.bed.gz
K562,NBN,Paired,https://www.encodeproject.org/files/ENCFF948RVR/@@download/ENCFF948RVR.bam,https://www.encodeproject.org/files/ENCFF032UMZ/@@download/ENCFF032UMZ.bed.gz
GM12878,SKIL,Paired,https://www.encodeproject.org/files/ENCFF619GMD/@@download/ENCFF619GMD.bam,https://www.encodeproject.org/files/ENCFF922PHV/@@download/ENCFF922PHV.bed.gz
GM12878,SKIL,Paired,https://www.encodeproject.org/files/ENCFF472SWE/@@download/ENCFF472SWE.bam,https://www.encodeproject.org/files/ENCFF922PHV/@@download/ENCFF922PHV.bed.gz
GM12878,SKIL,Paired,https://www.encodeproject.org/files/ENCFF341WGX/@@download/ENCFF341WGX.bam,https://www.encodeproject.org/files/ENCFF922PHV/@@download/ENCFF922PHV.bed.gz
K562,DPF2,Paired,https://www.encodeproject.org/files/ENCFF784QZI/@@download/ENCFF784QZI.bam,https://www.encodeproject.org/files/ENCFF400FLC/@@download/ENCFF400FLC.bed.gz
K562,DPF2,Paired,https://www.encodeproject.org/files/ENCFF814UHO/@@download/ENCFF814UHO.bam,https://www.encodeproject.org/files/ENCFF400FLC/@@download/ENCFF400FLC.bed.gz
K562,DPF2,Paired,https://www.encodeproject.org/files/ENCFF978OQN/@@download/ENCFF978OQN.bam,https://www.encodeproject.org/files/ENCFF400FLC/@@download/ENCFF400FLC.bed.gz
K562,DPF2,Paired,https://www.encodeproject.org/files/ENCFF419BCJ/@@download/ENCFF419BCJ.bam,https://www.encodeproject.org/files/ENCFF400FLC/@@download/ENCFF400FLC.bed.gz
K562,ZSCAN29,Paired,https://www.encodeproject.org/files/ENCFF468MXQ/@@download/ENCFF468MXQ.bam,https://www.encodeproject.org/files/ENCFF959BCM/@@download/ENCFF959BCM.bed.gz
K562,ZSCAN29,Paired,https://www.encodeproject.org/files/ENCFF576FLY/@@download/ENCFF576FLY.bam,https://www.encodeproject.org/files/ENCFF959BCM/@@download/ENCFF959BCM.bed.gz
K562,NCOA6,Paired,https://www.encodeproject.org/files/ENCFF472SSN/@@download/ENCFF472SSN.bam,https://www.encodeproject.org/files/ENCFF520CHA/@@download/ENCFF520CHA.bed.gz
K562,NCOA6,Paired,https://www.encodeproject.org/files/ENCFF982XUS/@@download/ENCFF982XUS.bam,https://www.encodeproject.org/files/ENCFF520CHA/@@download/ENCFF520CHA.bed.gz
K562 genetically modified using stable transfection,eGFP-DDX20,Paired,https://www.encodeproject.org/files/ENCFF776UHP/@@download/ENCFF776UHP.bam,https://www.encodeproject.org/files/ENCFF316SRU/@@download/ENCFF316SRU.bed.gz
K562 genetically modified using stable transfection,eGFP-DDX20,Paired,https://www.encodeproject.org/files/ENCFF180RGQ/@@download/ENCFF180RGQ.bam,https://www.encodeproject.org/files/ENCFF316SRU/@@download/ENCFF316SRU.bed.gz
K562,FOXA1,Paired,https://www.encodeproject.org/files/ENCFF345KWK/@@download/ENCFF345KWK.bam,https://www.encodeproject.org/files/ENCFF113ZZY/@@download/ENCFF113ZZY.bed.gz
K562,FOXA1,Paired,https://www.encodeproject.org/files/ENCFF926PMG/@@download/ENCFF926PMG.bam,https://www.encodeproject.org/files/ENCFF113ZZY/@@download/ENCFF113ZZY.bed.gz
K562,EP400,Paired,https://www.encodeproject.org/files/ENCFF458PYE/@@download/ENCFF458PYE.bam,https://www.encodeproject.org/files/ENCFF311FOZ/@@download/ENCFF311FOZ.bed.gz
K562,EP400,Paired,https://www.encodeproject.org/files/ENCFF147YGB/@@download/ENCFF147YGB.bam,https://www.encodeproject.org/files/ENCFF311FOZ/@@download/ENCFF311FOZ.bed.gz
K562,POLR2B,Paired,https://www.encodeproject.org/files/ENCFF405KNH/@@download/ENCFF405KNH.bam,https://www.encodeproject.org/files/ENCFF230UQS/@@download/ENCFF230UQS.bed.gz
K562,POLR2B,Paired,https://www.encodeproject.org/files/ENCFF446LZB/@@download/ENCFF446LZB.bam,https://www.encodeproject.org/files/ENCFF230UQS/@@download/ENCFF230UQS.bed.gz
GM12878,ZNF592,Paired,https://www.encodeproject.org/files/ENCFF778UYM/@@download/ENCFF778UYM.bam,https://www.encodeproject.org/files/ENCFF886RMX/@@download/ENCFF886RMX.bed.gz
GM12878,ZNF592,Paired,https://www.encodeproject.org/files/ENCFF329ZGR/@@download/ENCFF329ZGR.bam,https://www.encodeproject.org/files/ENCFF886RMX/@@download/ENCFF886RMX.bed.gz
K562,ZNF282,Paired,https://www.encodeproject.org/files/ENCFF812OGD/@@download/ENCFF812OGD.bam,https://www.encodeproject.org/files/ENCFF802MWF/@@download/ENCFF802MWF.bed.gz
K562,ZNF282,Paired,https://www.encodeproject.org/files/ENCFF416JQZ/@@download/ENCFF416JQZ.bam,https://www.encodeproject.org/files/ENCFF802MWF/@@download/ENCFF802MWF.bed.gz
K562,NCOA1,Paired,https://www.encodeproject.org/files/ENCFF196PEZ/@@download/ENCFF196PEZ.bam,https://www.encodeproject.org/files/ENCFF900BSR/@@download/ENCFF900BSR.bed.gz
K562,NCOA1,Paired,https://www.encodeproject.org/files/ENCFF901AKT/@@download/ENCFF901AKT.bam,https://www.encodeproject.org/files/ENCFF900BSR/@@download/ENCFF900BSR.bed.gz
K562,NCOA1,Paired,https://www.encodeproject.org/files/ENCFF667OBY/@@download/ENCFF667OBY.bam,https://www.encodeproject.org/files/ENCFF900BSR/@@download/ENCFF900BSR.bed.gz
K562,NCOA1,Paired,https://www.encodeproject.org/files/ENCFF208HMF/@@download/ENCFF208HMF.bam,https://www.encodeproject.org/files/ENCFF900BSR/@@download/ENCFF900BSR.bed.gz
K562,NCOA1,Paired,https://www.encodeproject.org/files/ENCFF876VGD/@@download/ENCFF876VGD.bam,https://www.encodeproject.org/files/ENCFF900BSR/@@download/ENCFF900BSR.bed.gz
K562,NCOA1,Paired,https://www.encodeproject.org/files/ENCFF624TXF/@@download/ENCFF624TXF.bam,https://www.encodeproject.org/files/ENCFF900BSR/@@download/ENCFF900BSR.bed.gz
K562,GMEB1,Paired,https://www.encodeproject.org/files/ENCFF867OBK/@@download/ENCFF867OBK.bam,https://www.encodeproject.org/files/ENCFF369BMF/@@download/ENCFF369BMF.bed.gz
K562,GMEB1,Paired,https://www.encodeproject.org/files/ENCFF576JOB/@@download/ENCFF576JOB.bam,https://www.encodeproject.org/files/ENCFF369BMF/@@download/ENCFF369BMF.bed.gz
K562,ATF2,Paired,https://www.encodeproject.org/files/ENCFF085AZW/@@download/ENCFF085AZW.bam,https://www.encodeproject.org/files/ENCFF759MWN/@@download/ENCFF759MWN.bed.gz
K562,ATF2,Paired,https://www.encodeproject.org/files/ENCFF251HST/@@download/ENCFF251HST.bam,https://www.encodeproject.org/files/ENCFF759MWN/@@download/ENCFF759MWN.bed.gz
K562,ZBTB8A,Paired,https://www.encodeproject.org/files/ENCFF650LSG/@@download/ENCFF650LSG.bam,https://www.encodeproject.org/files/ENCFF814OZQ/@@download/ENCFF814OZQ.bed.gz
K562,ZBTB8A,Paired,https://www.encodeproject.org/files/ENCFF607MTM/@@download/ENCFF607MTM.bam,https://www.encodeproject.org/files/ENCFF814OZQ/@@download/ENCFF814OZQ.bed.gz
GM12878,NR2C1,Paired,https://www.encodeproject.org/files/ENCFF678UMR/@@download/ENCFF678UMR.bam,https://www.encodeproject.org/files/ENCFF119UKJ/@@download/ENCFF119UKJ.bed.gz
GM12878,NR2C1,Paired,https://www.encodeproject.org/files/ENCFF126ECH/@@download/ENCFF126ECH.bam,https://www.encodeproject.org/files/ENCFF119UKJ/@@download/ENCFF119UKJ.bed.gz
GM12878,SRF,Paired,https://www.encodeproject.org/files/ENCFF387RFR/@@download/ENCFF387RFR.bam,https://www.encodeproject.org/files/ENCFF500GHH/@@download/ENCFF500GHH.bed.gz
GM12878,SRF,Paired,https://www.encodeproject.org/files/ENCFF683DXC/@@download/ENCFF683DXC.bam,https://www.encodeproject.org/files/ENCFF500GHH/@@download/ENCFF500GHH.bed.gz
K562,ZBTB5,Paired,https://www.encodeproject.org/files/ENCFF825BIK/@@download/ENCFF825BIK.bam,https://www.encodeproject.org/files/ENCFF111ZUY/@@download/ENCFF111ZUY.bed.gz
K562,ZBTB5,Paired,https://www.encodeproject.org/files/ENCFF986MVN/@@download/ENCFF986MVN.bam,https://www.encodeproject.org/files/ENCFF111ZUY/@@download/ENCFF111ZUY.bed.gz
K562,ZBTB5,Paired,https://www.encodeproject.org/files/ENCFF078GUJ/@@download/ENCFF078GUJ.bam,https://www.encodeproject.org/files/ENCFF111ZUY/@@download/ENCFF111ZUY.bed.gz
K562,ZBTB5,Paired,https://www.encodeproject.org/files/ENCFF829QRY/@@download/ENCFF829QRY.bam,https://www.encodeproject.org/files/ENCFF111ZUY/@@download/ENCFF111ZUY.bed.gz
K562,CHAMP1,Paired,https://www.encodeproject.org/files/ENCFF055PMZ/@@download/ENCFF055PMZ.bam,https://www.encodeproject.org/files/ENCFF869KQW/@@download/ENCFF869KQW.bed.gz
K562,CHAMP1,Paired,https://www.encodeproject.org/files/ENCFF991XPF/@@download/ENCFF991XPF.bam,https://www.encodeproject.org/files/ENCFF869KQW/@@download/ENCFF869KQW.bed.gz
GM12878,ZBTB40,Paired,https://www.encodeproject.org/files/ENCFF586ZMB/@@download/ENCFF586ZMB.bam,https://www.encodeproject.org/files/ENCFF297SZY/@@download/ENCFF297SZY.bed.gz
GM12878,ZBTB40,Paired,https://www.encodeproject.org/files/ENCFF792KZU/@@download/ENCFF792KZU.bam,https://www.encodeproject.org/files/ENCFF297SZY/@@download/ENCFF297SZY.bed.gz
K562,SOX6,Paired,https://www.encodeproject.org/files/ENCFF991ZLC/@@download/ENCFF991ZLC.bam,https://www.encodeproject.org/files/ENCFF221LMV/@@download/ENCFF221LMV.bed.gz
K562,SOX6,Paired,https://www.encodeproject.org/files/ENCFF849SWB/@@download/ENCFF849SWB.bam,https://www.encodeproject.org/files/ENCFF221LMV/@@download/ENCFF221LMV.bed.gz
K562,HDGF,Paired,https://www.encodeproject.org/files/ENCFF634HPP/@@download/ENCFF634HPP.bam,https://www.encodeproject.org/files/ENCFF328KFN/@@download/ENCFF328KFN.bed.gz
K562,HDGF,Paired,https://www.encodeproject.org/files/ENCFF204DQZ/@@download/ENCFF204DQZ.bam,https://www.encodeproject.org/files/ENCFF328KFN/@@download/ENCFF328KFN.bed.gz
K562,HDGF,Paired,https://www.encodeproject.org/files/ENCFF360UUK/@@download/ENCFF360UUK.bam,https://www.encodeproject.org/files/ENCFF328KFN/@@download/ENCFF328KFN.bed.gz
K562,HDGF,Paired,https://www.encodeproject.org/files/ENCFF606HVQ/@@download/ENCFF606HVQ.bam,https://www.encodeproject.org/files/ENCFF328KFN/@@download/ENCFF328KFN.bed.gz
GM12878,ZNF622,Paired,https://www.encodeproject.org/files/ENCFF580MYI/@@download/ENCFF580MYI.bam,https://www.encodeproject.org/files/ENCFF059KWF/@@download/ENCFF059KWF.bed.gz
GM12878,ZNF622,Paired,https://www.encodeproject.org/files/ENCFF460ZUI/@@download/ENCFF460ZUI.bam,https://www.encodeproject.org/files/ENCFF059KWF/@@download/ENCFF059KWF.bed.gz
GM12878,MTA2,Paired,https://www.encodeproject.org/files/ENCFF869WVJ/@@download/ENCFF869WVJ.bam,https://www.encodeproject.org/files/ENCFF593KRH/@@download/ENCFF593KRH.bed.gz
GM12878,MTA2,Paired,https://www.encodeproject.org/files/ENCFF975GPP/@@download/ENCFF975GPP.bam,https://www.encodeproject.org/files/ENCFF593KRH/@@download/ENCFF593KRH.bed.gz
GM12878,TCF12,Paired,https://www.encodeproject.org/files/ENCFF252ZMP/@@download/ENCFF252ZMP.bam,https://www.encodeproject.org/files/ENCFF601WVR/@@download/ENCFF601WVR.bed.gz
GM12878,TCF12,Paired,https://www.encodeproject.org/files/ENCFF455LNX/@@download/ENCFF455LNX.bam,https://www.encodeproject.org/files/ENCFF601WVR/@@download/ENCFF601WVR.bed.gz
GM12878,ELF1,Paired,https://www.encodeproject.org/files/ENCFF437STA/@@download/ENCFF437STA.bam,https://www.encodeproject.org/files/ENCFF359FUJ/@@download/ENCFF359FUJ.bed.gz
GM12878,ELF1,Paired,https://www.encodeproject.org/files/ENCFF772RMA/@@download/ENCFF772RMA.bam,https://www.encodeproject.org/files/ENCFF359FUJ/@@download/ENCFF359FUJ.bed.gz
K562,KDM4B,Paired,https://www.encodeproject.org/files/ENCFF337AHE/@@download/ENCFF337AHE.bam,https://www.encodeproject.org/files/ENCFF057VLD/@@download/ENCFF057VLD.bed.gz
K562,KDM4B,Paired,https://www.encodeproject.org/files/ENCFF502AYE/@@download/ENCFF502AYE.bam,https://www.encodeproject.org/files/ENCFF057VLD/@@download/ENCFF057VLD.bed.gz
K562 genetically modified using stable transfection,eGFP-ZNF740,Paired,https://www.encodeproject.org/files/ENCFF606PPQ/@@download/ENCFF606PPQ.bam,https://www.encodeproject.org/files/ENCFF606TEA/@@download/ENCFF606TEA.bed.gz
K562 genetically modified using stable transfection,eGFP-ZNF740,Paired,https://www.encodeproject.org/files/ENCFF130RDX/@@download/ENCFF130RDX.bam,https://www.encodeproject.org/files/ENCFF606TEA/@@download/ENCFF606TEA.bed.gz
GM12878,MEF2B,Paired,https://www.encodeproject.org/files/ENCFF697SUP/@@download/ENCFF697SUP.bam,https://www.encodeproject.org/files/ENCFF952CNK/@@download/ENCFF952CNK.bed.gz
GM12878,MEF2B,Paired,https://www.encodeproject.org/files/ENCFF005DDP/@@download/ENCFF005DDP.bam,https://www.encodeproject.org/files/ENCFF952CNK/@@download/ENCFF952CNK.bed.gz
K562 genetically modified using stable transfection,eGFP-ZNF354B,Paired,https://www.encodeproject.org/files/ENCFF132BTU/@@download/ENCFF132BTU.bam,https://www.encodeproject.org/files/ENCFF225EQY/@@download/ENCFF225EQY.bed.gz
K562 genetically modified using stable transfection,eGFP-ZNF354B,Paired,https://www.encodeproject.org/files/ENCFF040FFN/@@download/ENCFF040FFN.bam,https://www.encodeproject.org/files/ENCFF225EQY/@@download/ENCFF225EQY.bed.gz
K562 genetically modified using stable transfection,eGFP-DDX20,Paired,https://www.encodeproject.org/files/ENCFF719EHQ/@@download/ENCFF719EHQ.bam,https://www.encodeproject.org/files/ENCFF667SBT/@@download/ENCFF667SBT.bed.gz
K562 genetically modified using stable transfection,eGFP-DDX20,Paired,https://www.encodeproject.org/files/ENCFF089EVB/@@download/ENCFF089EVB.bam,https://www.encodeproject.org/files/ENCFF667SBT/@@download/ENCFF667SBT.bed.gz
K562 genetically modified using stable transfection,eGFP-ETS2,Paired,https://www.encodeproject.org/files/ENCFF771OKD/@@download/ENCFF771OKD.bam,https://www.encodeproject.org/files/ENCFF804AYO/@@download/ENCFF804AYO.bed.gz
K562 genetically modified using stable transfection,eGFP-ETS2,Paired,https://www.encodeproject.org/files/ENCFF968SMN/@@download/ENCFF968SMN.bam,https://www.encodeproject.org/files/ENCFF804AYO/@@download/ENCFF804AYO.bed.gz
K562,ZNF639,Paired,https://www.encodeproject.org/files/ENCFF020ZFY/@@download/ENCFF020ZFY.bam,https://www.encodeproject.org/files/ENCFF204SBR/@@download/ENCFF204SBR.bed.gz
K562,ZNF639,Paired,https://www.encodeproject.org/files/ENCFF930YAS/@@download/ENCFF930YAS.bam,https://www.encodeproject.org/files/ENCFF204SBR/@@download/ENCFF204SBR.bed.gz
K562,ZNF639,Paired,https://www.encodeproject.org/files/ENCFF118SMB/@@download/ENCFF118SMB.bam,https://www.encodeproject.org/files/ENCFF204SBR/@@download/ENCFF204SBR.bed.gz
K562,ZNF639,Paired,https://www.encodeproject.org/files/ENCFF382EGR/@@download/ENCFF382EGR.bam,https://www.encodeproject.org/files/ENCFF204SBR/@@download/ENCFF204SBR.bed.gz
K562 genetically modified using stable transfection,eGFP-MAFG,Paired,https://www.encodeproject.org/files/ENCFF523FHI/@@download/ENCFF523FHI.bam,https://www.encodeproject.org/files/ENCFF638THQ/@@download/ENCFF638THQ.bed.gz
K562 genetically modified using stable transfection,eGFP-MAFG,Paired,https://www.encodeproject.org/files/ENCFF308BKD/@@download/ENCFF308BKD.bam,https://www.encodeproject.org/files/ENCFF638THQ/@@download/ENCFF638THQ.bed.gz
GM12878,NR2F1,Paired,https://www.encodeproject.org/files/ENCFF431YXJ/@@download/ENCFF431YXJ.bam,https://www.encodeproject.org/files/ENCFF878DLA/@@download/ENCFF878DLA.bed.gz
